pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
163.0,-75.0,-90.0,top,C1,,,CP_Radial_D6.3mm_P2.50mm,100µF,tht
162.5,-100.0,90.0,top,C2,,,CP_Radial_D6.3mm_P2.50mm,100µF,tht
156.0,-75.0,-90.0,top,C3,,,C_Disc_D3.8mm_W2.6mm_P2.50mm,100nF,tht
155.0,-97.5,-90.0,top,C4,,,C_Disc_D3.8mm_W2.6mm_P2.50mm,100nF,tht
121.4,-92.4,0.0,top,F1,,,Fuseholder_Clip-5x20mm_Littelfuse_111_Inline_P20.00x5.00mm_D1.05mm_Horizontal,Fuse,tht
117.5,-92.5,-90.0,top,J1,,,BarrelJack_CUI_PJ-063AH_Horizontal,Power In (+12VDC),tht
180.0,-90.0,-90.0,top,J2,,,6710601,Conn_01x05,tht
134.4,-80.049999,180.0,top,U1,,,TO-3,PSU5,tht
146.4,-92.4,-90.0,top,U2,R-78CK5.0-0.5,,TO-220-3_Vertical,R-78CK5.0-0.5,tht
